measurement_index,measurement_time,measurement_type,data_index,F1,F2,F3,F4,F5,F6,F7,F8
49,2025-10-05 16:33:33,LED Only,2,7,45,26,50,82,80,65,37
49,2025-10-05 16:33:33,LED Only,3,7,46,26,50,82,80,65,37
49,2025-10-05 16:33:33,LED Only,4,7,46,26,50,82,80,65,38
49,2025-10-05 16:33:33,UV Only,0,7,45,26,50,81,80,65,37
49,2025-10-05 16:33:33,UV Only,1,7,45,26,50,81,80,65,37
49,2025-10-05 16:33:33,UV Only,2,0,0,0,0,0,0,0,0
49,2025-10-05 16:33:33,UV Only,3,0,0,0,0,0,0,0,0
49,2025-10-05 16:33:33,UV Only,4,0,0,0,0,0,0,0,0
49,2025-10-05 16:33:33,LED+UV,0,30,39,28,24,15,15,16,9
49,2025-10-05 16:33:33,LED+UV,1,30,39,28,24,15,15,16,9
49,2025-10-05 16:33:33,LED+UV,2,30,39,28,24,15,15,16,9
49,2025-10-05 16:33:33,LED+UV,3,30,39,28,24,15,15,16,9
49,2025-10-05 16:33:33,LED+UV,4,0,0,0,0,0,0,0,0
50,2025-10-05 16:34:32,LED Only,0,0,0,0,0,0,0,0,0
50,2025-10-05 16:34:32,LED Only,1,0,0,0,0,0,0,0,0
50,2025-10-05 16:34:32,LED Only,2,0,0,0,0,0,0,0,0
50,2025-10-05 16:34:32,LED Only,3,7,46,26,50,82,81,65,38
50,2025-10-05 16:34:32,LED Only,4,7,46,26,50,82,80,65,38
50,2025-10-05 16:34:32,UV Only,0,7,46,26,50,81,81,65,38
50,2025-10-05 16:34:32,UV Only,1,7,46,26,50,81,81,65,38
50,2025-10-05 16:34:32,UV Only,2,7,46,26,50,82,80,65,38
50,2025-10-05 16:34:32,UV Only,3,7,46,26,50,82,80,65,38
50,2025-10-05 16:34:32,UV Only,4,7,46,26,50,82,80,65,38
50,2025-10-05 16:34:32,LED+UV,0,0,0,0,0,0,0,0,0
50,2025-10-05 16:34:32,LED+UV,1,30,40,28,24,14,14,15,8
50,2025-10-05 16:34:32,LED+UV,2,30,40,28,24,14,14,15,8
50,2025-10-05 16:34:32,LED+UV,3,30,40,28,24,14,14,15,8
50,2025-10-05 16:34:32,LED+UV,4,32,41,30,25,15,14,16,9
51,2025-10-05 16:35:33,LED Only,0,0,0,0,0,0,0,0,0
51,2025-10-05 16:35:33,LED Only,1,0,0,0,0,0,0,0,0
51,2025-10-05 16:35:33,LED Only,2,0,0,0,0,0,0,0,0
51,2025-10-05 16:35:33,LED Only,3,0,0,0,0,0,0,0,0
51,2025-10-05 16:35:33,LED Only,4,0,0,0,0,0,0,0,0
51,2025-10-05 16:35:33,UV Only,0,0,0,0,0,0,0,0,0
51,2025-10-05 16:35:33,UV Only,1,0,0,0,0,0,0,0,0
51,2025-10-05 16:35:33,UV Only,2,0,0,0,0,0,0,0,0
51,2025-10-05 16:35:33,UV Only,3,0,0,0,0,0,0,0,0
51,2025-10-05 16:35:33,UV Only,4,0,0,0,0,0,0,0,0
51,2025-10-05 16:35:33,LED+UV,0,0,0,0,0,0,0,0,0
51,2025-10-05 16:35:33,LED+UV,1,0,0,0,0,0,0,0,0
51,2025-10-05 16:35:33,LED+UV,2,0,0,0,0,0,0,0,0
51,2025-10-05 16:35:33,LED+UV,3,0,0,0,0,0,0,0,0
51,2025-10-05 16:35:33,LED+UV,4,0,0,0,0,0,0,0,0
52,2025-10-05 16:36:33,LED Only,0,0,0,0,0,0,0,0,0
52,2025-10-05 16:36:33,LED Only,1,0,0,0,0,0,0,0,0
52,2025-10-05 16:36:33,LED Only,2,7,46,26,50,82,80,65,37
52,2025-10-05 16:36:33,LED Only,3,7,46,26,50,82,80,65,38
52,2025-10-05 16:36:33,LED Only,4,7,46,26,50,82,80,65,38
52,2025-10-05 16:36:33,UV Only,0,7,46,26,50,82,80,65,37
52,2025-10-05 16:36:33,UV Only,1,7,46,26,50,82,80,65,37
52,2025-10-05 16:36:33,UV Only,2,7,46,26,50,82,80,65,37
52,2025-10-05 16:36:33,UV Only,3,0,0,0,0,0,0,0,0
52,2025-10-05 16:36:33,UV Only,4,0,0,0,0,0,0,0,0
52,2025-10-05 16:36:33,LED+UV,0,32,41,30,25,14,14,15,8
52,2025-10-05 16:36:33,LED+UV,1,28,37,26,22,15,14,16,9
52,2025-10-05 16:36:33,LED+UV,2,28,37,26,22,15,14,16,9
52,2025-10-05 16:36:33,LED+UV,3,28,37,26,22,15,14,16,9
52,2025-10-05 16:36:33,LED+UV,4,0,0,0,0,0,0,0,0
53,2025-10-05 16:37:33,LED Only,0,0,0,0,0,0,0,0,0
53,2025-10-05 16:37:33,LED Only,1,0,0,0,0,0,0,0,0
53,2025-10-05 16:37:33,LED Only,2,7,46,26,50,81,80,65,37
53,2025-10-05 16:37:33,LED Only,3,7,45,26,50,82,80,65,37
53,2025-10-05 16:37:33,LED Only,4,7,45,26,50,82,80,65,37
53,2025-10-05 16:37:33,UV Only,0,7,45,26,50,82,80,65,38
53,2025-10-05 16:37:33,UV Only,1,7,45,26,50,82,80,65,38
53,2025-10-05 16:37:33,UV Only,2,7,45,26,50,82,80,65,38
53,2025-10-05 16:37:33,UV Only,3,7,45,26,50,82,80,65,38
53,2025-10-05 16:37:33,UV Only,4,7,45,26,50,82,80,65,38
53,2025-10-05 16:37:33,LED+UV,0,32,41,30,24,14,14,16,8
53,2025-10-05 16:37:33,LED+UV,1,32,41,30,24,14,14,16,8
53,2025-10-05 16:37:33,LED+UV,2,32,41,30,24,14,14,16,8
53,2025-10-05 16:37:33,LED+UV,3,32,41,30,24,14,14,16,8
53,2025-10-05 16:37:33,LED+UV,4,0,0,0,0,0,0,0,0
54,2025-10-05 16:38:34,LED Only,0,0,0,0,0,0,0,0,0
54,2025-10-05 16:38:34,LED Only,1,0,0,0,0,0,0,0,0
54,2025-10-05 16:38:34,LED Only,2,0,0,0,0,0,0,0,0
54,2025-10-05 16:38:34,LED Only,3,7,45,26,50,81,79,65,37
54,2025-10-05 16:38:34,LED Only,4,7,46,26,50,81,80,65,37
54,2025-10-05 16:38:34,UV Only,0,7,45,26,49,81,79,65,37
54,2025-10-05 16:38:34,UV Only,1,7,45,26,49,81,79,65,37
54,2025-10-05 16:38:34,UV Only,2,7,45,26,49,81,79,65,37
54,2025-10-05 16:38:34,UV Only,3,7,45,26,50,81,79,65,37
54,2025-10-05 16:38:34,UV Only,4,7,45,26,50,81,79,65,37
54,2025-10-05 16:38:34,LED+UV,0,0,0,0,0,0,0,0,0
54,2025-10-05 16:38:34,LED+UV,1,31,40,29,24,15,14,15,9
54,2025-10-05 16:38:34,LED+UV,2,31,40,29,24,15,14,15,9
54,2025-10-05 16:38:34,LED+UV,3,31,40,29,24,15,14,15,9
54,2025-10-05 16:38:34,LED+UV,4,32,41,30,25,15,15,16,9
55,2025-10-05 16:39:34,LED Only,0,0,0,0,0,0,0,0,0
55,2025-10-05 16:39:34,LED Only,1,7,46,26,49,81,79,64,37
55,2025-10-05 16:39:34,LED Only,2,7,45,26,49,81,79,65,37
55,2025-10-05 16:39:34,LED Only,3,7,46,26,50,81,80,64,37
55,2025-10-05 16:39:34,LED Only,4,7,45,26,50,81,80,65,37
55,2025-10-05 16:39:34,UV Only,0,7,45,26,49,81,79,65,37
55,2025-10-05 16:39:34,UV Only,1,7,45,26,49,81,79,65,37
55,2025-10-05 16:39:34,UV Only,2,0,0,0,0,0,0,0,0
55,2025-10-05 16:39:34,UV Only,3,0,0,0,0,0,0,0,0
55,2025-10-05 16:39:34,UV Only,4,0,0,0,0,0,0,0,0
55,2025-10-05 16:39:34,LED+UV,0,32,41,30,25,15,15,16,9
55,2025-10-05 16:39:34,LED+UV,1,32,41,30,25,15,15,16,9
55,2025-10-05 16:39:34,LED+UV,2,32,41,30,25,15,15,16,9
55,2025-10-05 16:39:34,LED+UV,3,30,39,29,23,15,14,16,9
55,2025-10-05 16:39:34,LED+UV,4,30,39,29,23,15,14,16,9
56,2025-10-05 16:40:33,LED Only,0,32,41,30,25,15,14,15,8
56,2025-10-05 16:40:33,LED Only,1,0,0,0,0,0,0,0,0
56,2025-10-05 16:40:33,LED Only,2,0,0,0,0,0,0,0,0
56,2025-10-05 16:40:33,LED Only,3,0,0,0,0,0,0,0,0
56,2025-10-05 16:40:33,LED Only,4,0,0,0,0,0,0,0,0
56,2025-10-05 16:40:33,UV Only,0,0,0,0,0,0,0,0,0
56,2025-10-05 16:40:33,UV Only,1,0,0,0,0,0,0,0,0
56,2025-10-05 16:40:33,UV Only,2,0,0,0,0,0,0,0,0
56,2025-10-05 16:40:33,UV Only,3,0,0,0,0,0,0,0,0
56,2025-10-05 16:40:33,UV Only,4,0,0,0,0,0,0,0,0
56,2025-10-05 16:40:33,LED+UV,0,31,40,29,24,15,14,16,9
56,2025-10-05 16:40:33,LED+UV,1,31,40,29,24,15,14,16,9
56,2025-10-05 16:40:33,LED+UV,2,31,40,29,24,15,14,16,9
56,2025-10-05 16:40:33,LED+UV,3,0,0,0,0,0,0,0,0
56,2025-10-05 16:40:33,LED+UV,4,0,0,0,0,0,0,0,0
57,2025-10-05 16:41:32,LED Only,0,0,0,0,0,0,0,0,0
57,2025-10-05 16:41:32,LED Only,1,0,0,0,0,0,0,0,0
57,2025-10-05 16:41:32,LED Only,2,7,45,26,49,81,79,65,37
57,2025-10-05 16:41:32,LED Only,3,7,45,26,50,81,80,65,37
57,2025-10-05 16:41:32,LED Only,4,7,46,26,50,81,80,65,37
57,2025-10-05 16:41:32,UV Only,0,7,46,26,50,82,80,65,37
57,2025-10-05 16:41:32,UV Only,1,7,46,26,50,82,80,65,37
57,2025-10-05 16:41:32,UV Only,2,7,46,26,50,82,80,65,37
57,2025-10-05 16:41:32,UV Only,3,7,45,26,50,81,80,65,37
57,2025-10-05 16:41:32,UV Only,4,7,45,26,50,81,80,65,37
57,2025-10-05 16:41:32,LED+UV,0,0,0,0,0,0,0,0,0
57,2025-10-05 16:41:32,LED+UV,1,30,39,28,23,15,14,16,9
57,2025-10-05 16:41:32,LED+UV,2,30,39,28,23,15,14,16,9
57,2025-10-05 16:41:32,LED+UV,3,30,39,28,23,15,14,16,9
57,2025-10-05 16:41:32,LED+UV,4,32,41,30,25,15,14,16,9
58,2025-10-05 16:42:32,LED Only,0,30,39,28,24,15,14,16,9
58,2025-10-05 16:42:32,LED Only,1,32,41,30,24,15,15,16,8
58,2025-10-05 16:42:32,LED Only,2,30,40,28,23,15,15,16,9
58,2025-10-05 16:42:32,LED Only,3,39,88,56,74,97,96,81,47
58,2025-10-05 16:42:32,LED Only,4,7,45,26,50,81,80,65,37
58,2025-10-05 16:42:32,UV Only,0,7,45,26,50,81,80,65,37
58,2025-10-05 16:42:32,UV Only,1,7,45,26,50,81,80,65,37
58,2025-10-05 16:42:32,UV Only,2,0,0,0,0,0,0,0,0
58,2025-10-05 16:42:32,UV Only,3,0,0,0,0,0,0,0,0
58,2025-10-05 16:42:32,UV Only,4,0,0,0,0,0,0,0,0
58,2025-10-05 16:42:32,LED+UV,0,0,0,0,0,0,0,0,0
58,2025-10-05 16:42:32,LED+UV,1,0,0,0,0,0,0,0,0
58,2025-10-05 16:42:32,LED+UV,2,0,0,0,0,0,0,0,0
58,2025-10-05 16:42:32,LED+UV,3,0,0,0,0,0,0,0,0
58,2025-10-05 16:42:32,LED+UV,4,0,0,0,0,0,0,0,0
59,2025-10-05 16:43:33,LED Only,0,31,40,28,24,15,15,16,9
59,2025-10-05 16:43:33,LED Only,1,32,41,30,25,15,15,16,9
59,2025-10-05 16:43:33,LED Only,2,32,41,30,24,15,15,15,8
59,2025-10-05 16:43:33,LED Only,3,33,41,30,24,15,14,15,8
59,2025-10-05 16:43:33,LED Only,4,32,41,30,25,15,15,16,9
59,2025-10-05 16:43:33,UV Only,0,30,39,28,23,15,15,16,9
59,2025-10-05 16:43:33,UV Only,1,30,39,28,23,15,15,16,9
59,2025-10-05 16:43:33,UV Only,2,30,39,29,24,15,14,16,9
59,2025-10-05 16:43:33,UV Only,3,30,39,29,24,15,14,16,9
59,2025-10-05 16:43:33,UV Only,4,30,39,29,24,15,14,16,9
59,2025-10-05 16:43:33,LED+UV,0,33,42,30,25,15,14,16,9
59,2025-10-05 16:43:33,LED+UV,1,33,42,30,25,15,14,16,9
59,2025-10-05 16:43:33,LED+UV,2,33,42,30,25,15,14,16,9
59,2025-10-05 16:43:33,LED+UV,3,33,42,30,25,15,14,16,9
59,2025-10-05 16:43:33,LED+UV,4,32,41,30,24,15,15,16,9
60,2025-10-05 16:44:35,LED Only,0,33,41,30,25,16,15,16,9
60,2025-10-05 16:44:35,LED Only,1,0,0,0,0,0,0,0,0
60,2025-10-05 16:44:35,LED Only,2,7,46,26,50,82,80,65,37
60,2025-10-05 16:44:35,LED Only,3,7,46,26,50,82,80,65,37
60,2025-10-05 16:44:35,LED Only,4,7,45,26,50,81,80,65,37
60,2025-10-05 16:44:35,UV Only,0,7,46,26,50,82,80,65,37
60,2025-10-05 16:44:35,UV Only,1,7,46,26,50,82,80,65,37
60,2025-10-05 16:44:35,UV Only,2,0,0,0,0,0,0,0,0
60,2025-10-05 16:44:35,UV Only,3,0,0,0,0,0,0,0,0
60,2025-10-05 16:44:35,UV Only,4,0,0,0,0,0,0,0,0
60,2025-10-05 16:44:35,LED+UV,0,32,41,30,24,15,15,15,9
60,2025-10-05 16:44:35,LED+UV,1,32,41,30,24,15,15,15,9
60,2025-10-05 16:44:35,LED+UV,2,32,41,30,24,15,15,15,9
60,2025-10-05 16:44:35,LED+UV,3,0,0,0,0,0,0,0,0
60,2025-10-05 16:44:35,LED+UV,4,0,0,0,0,0,0,0,0
61,2025-10-05 16:45:33,LED Only,0,0,0,0,0,0,0,0,0
61,2025-10-05 16:45:33,LED Only,1,0,0,0,0,0,0,0,0
61,2025-10-05 16:45:33,LED Only,2,0,0,0,0,0,0,0,0
61,2025-10-05 16:45:33,LED Only,3,7,45,26,50,81,79,65,37
61,2025-10-05 16:45:33,LED Only,4,7,45,26,50,81,79,65,37
61,2025-10-05 16:45:33,UV Only,0,7,45,26,50,81,79,65,37
61,2025-10-05 16:45:33,UV Only,1,7,45,26,50,81,79,65,37
61,2025-10-05 16:45:33,UV Only,2,7,45,26,50,81,79,65,37
61,2025-10-05 16:45:33,UV Only,3,7,45,26,50,81,79,65,37
61,2025-10-05 16:45:33,UV Only,4,7,45,26,50,81,79,65,37
61,2025-10-05 16:45:33,LED+UV,0,0,0,0,0,0,0,0,0
61,2025-10-05 16:45:33,LED+UV,1,0,0,0,0,0,0,0,0
61,2025-10-05 16:45:33,LED+UV,2,0,0,0,0,0,0,0,0
61,2025-10-05 16:45:33,LED+UV,3,32,41,30,24,14,14,15,8
61,2025-10-05 16:45:33,LED+UV,4,32,41,30,24,14,14,15,8
62,2025-10-05 16:46:34,LED Only,0,0,0,0,0,0,0,0,0
62,2025-10-05 16:46:34,LED Only,1,7,45,25,50,81,80,64,37
62,2025-10-05 16:46:34,LED Only,2,7,46,26,50,81,79,64,37
62,2025-10-05 16:46:34,LED Only,3,7,45,25,50,81,79,64,37
62,2025-10-05 16:46:34,LED Only,4,7,45,26,49,81,79,64,37
62,2025-10-05 16:46:34,UV Only,0,7,45,26,49,81,79,64,37
62,2025-10-05 16:46:34,UV Only,1,7,45,26,49,81,79,64,37
62,2025-10-05 16:46:34,UV Only,2,0,0,0,0,0,0,0,0
62,2025-10-05 16:46:34,UV Only,3,0,0,0,0,0,0,0,0
62,2025-10-05 16:46:34,UV Only,4,0,0,0,0,0,0,0,0
62,2025-10-05 16:46:34,LED+UV,0,32,41,30,25,15,14,15,8
62,2025-10-05 16:46:34,LED+UV,1,32,41,30,25,15,14,15,8
62,2025-10-05 16:46:34,LED+UV,2,32,41,30,25,15,14,15,8
62,2025-10-05 16:46:34,LED+UV,3,32,41,30,24,15,14,16,9
62,2025-10-05 16:46:34,LED+UV,4,32,41,30,24,15,14,16,9
63,2025-10-05 16:47:33,LED Only,0,32,41,30,24,15,14,16,9
63,2025-10-05 16:47:33,LED Only,1,0,0,0,0,0,0,0,0
63,2025-10-05 16:47:33,LED Only,2,0,0,0,0,0,0,0,0
63,2025-10-05 16:47:33,LED Only,3,0,0,0,0,0,0,0,0
63,2025-10-05 16:47:33,LED Only,4,0,0,0,0,0,0,0,0
63,2025-10-05 16:47:33,UV Only,0,0,0,0,0,0,0,0,0
63,2025-10-05 16:47:33,UV Only,1,0,0,0,0,0,0,0,0
63,2025-10-05 16:47:33,UV Only,2,0,0,0,0,0,0,0,0
63,2025-10-05 16:47:33,UV Only,3,0,0,0,0,0,0,0,0
63,2025-10-05 16:47:33,UV Only,4,0,0,0,0,0,0,0,0
63,2025-10-05 16:47:33,LED+UV,0,32,41,30,25,15,14,15,9
63,2025-10-05 16:47:33,LED+UV,1,28,37,27,23,15,15,16,9
63,2025-10-05 16:47:33,LED+UV,2,28,37,27,23,15,15,16,9
63,2025-10-05 16:47:33,LED+UV,3,28,37,27,23,15,15,16,9
63,2025-10-05 16:47:33,LED+UV,4,0,0,0,0,0,0,0,0
64,2025-10-05 16:48:34,LED Only,0,0,0,0,0,0,0,0,0
64,2025-10-05 16:48:34,LED Only,1,7,45,25,50,81,79,65,37
64,2025-10-05 16:48:34,LED Only,2,7,46,26,50,81,80,65,37
64,2025-10-05 16:48:34,LED Only,3,7,45,25,50,81,79,65,37
64,2025-10-05 16:48:34,LED Only,4,7,45,26,50,81,79,65,37
64,2025-10-05 16:48:34,UV Only,0,7,45,26,50,81,79,65,37
64,2025-10-05 16:48:34,UV Only,1,7,45,26,50,81,79,65,37
64,2025-10-05 16:48:34,UV Only,2,7,45,26,50,81,79,65,37
64,2025-10-05 16:48:34,UV Only,3,0,0,0,0,0,0,0,0
64,2025-10-05 16:48:34,UV Only,4,0,0,0,0,0,0,0,0
64,2025-10-05 16:48:34,LED+UV,0,0,0,0,0,0,0,0,0
64,2025-10-05 16:48:34,LED+UV,1,27,36,26,22,13,14,14,8
64,2025-10-05 16:48:34,LED+UV,2,27,36,26,22,13,14,14,8
64,2025-10-05 16:48:34,LED+UV,3,27,36,26,22,13,14,14,8
64,2025-10-05 16:48:34,LED+UV,4,0,0,0,0,0,0,0,0
65,2025-10-05 16:49:34,LED Only,0,0,0,0,0,0,0,0,0
65,2025-10-05 16:49:34,LED Only,1,0,0,0,0,0,0,0,0
65,2025-10-05 16:49:34,LED Only,2,0,0,0,0,0,0,0,0
65,2025-10-05 16:49:34,LED Only,3,7,46,26,50,81,79,64,37
65,2025-10-05 16:49:34,LED Only,4,7,45,25,50,81,79,64,37
65,2025-10-05 16:49:34,UV Only,0,7,45,25,50,81,79,64,37
65,2025-10-05 16:49:34,UV Only,1,7,45,25,50,81,79,64,37
65,2025-10-05 16:49:34,UV Only,2,7,45,25,50,81,79,64,37
65,2025-10-05 16:49:34,UV Only,3,0,0,0,0,0,0,0,0
65,2025-10-05 16:49:34,UV Only,4,0,0,0,0,0,0,0,0
65,2025-10-05 16:49:34,LED+UV,0,0,0,0,0,0,0,0,0
65,2025-10-05 16:49:34,LED+UV,1,0,0,0,0,0,0,0,0
65,2025-10-05 16:49:34,LED+UV,2,0,0,0,0,0,0,0,0
65,2025-10-05 16:49:34,LED+UV,3,0,0,0,0,0,0,0,0
65,2025-10-05 16:49:34,LED+UV,4,31,40,30,25,15,15,16,9
66,2025-10-05 16:50:33,LED Only,0,0,0,0,0,0,0,0,0
66,2025-10-05 16:50:33,LED Only,1,0,0,0,0,0,0,0,0
66,2025-10-05 16:50:33,LED Only,2,0,0,0,0,0,0,0,0
66,2025-10-05 16:50:33,LED Only,3,0,0,0,0,0,0,0,0
66,2025-10-05 16:50:33,LED Only,4,0,0,0,0,0,0,0,0
66,2025-10-05 16:50:33,UV Only,0,0,0,0,0,0,0,0,0
66,2025-10-05 16:50:33,UV Only,1,0,0,0,0,0,0,0,0
66,2025-10-05 16:50:33,UV Only,2,0,0,0,0,0,0,0,0
66,2025-10-05 16:50:33,UV Only,3,0,0,0,0,0,0,0,0
66,2025-10-05 16:50:33,UV Only,4,0,0,0,0,0,0,0,0
66,2025-10-05 16:50:33,LED+UV,0,31,41,29,25,14,15,15,8
66,2025-10-05 16:50:33,LED+UV,1,29,39,28,24,15,14,15,9
66,2025-10-05 16:50:33,LED+UV,2,29,39,28,24,15,14,15,9
66,2025-10-05 16:50:33,LED+UV,3,29,39,28,24,15,14,15,9
66,2025-10-05 16:50:33,LED+UV,4,32,41,30,25,15,14,16,9
67,2025-10-05 16:51:33,LED Only,0,32,41,30,25,15,14,16,9
67,2025-10-05 16:51:33,LED Only,1,0,0,0,0,0,0,0,0
67,2025-10-05 16:51:33,LED Only,2,7,45,26,49,81,79,64,37
67,2025-10-05 16:51:33,LED Only,3,7,45,25,49,81,79,64,37
67,2025-10-05 16:51:33,LED Only,4,7,45,26,49,81,79,64,37
67,2025-10-05 16:51:33,UV Only,0,7,45,26,49,81,79,64,37
67,2025-10-05 16:51:33,UV Only,1,7,45,26,49,81,79,64,37
67,2025-10-05 16:51:33,UV Only,2,0,0,0,0,0,0,0,0
67,2025-10-05 16:51:33,UV Only,3,0,0,0,0,0,0,0,0
67,2025-10-05 16:51:33,UV Only,4,0,0,0,0,0,0,0,0
67,2025-10-05 16:51:33,LED+UV,0,32,41,30,25,15,15,16,9
67,2025-10-05 16:51:33,LED+UV,1,32,41,30,25,15,15,16,9
67,2025-10-05 16:51:33,LED+UV,2,32,41,30,25,15,15,16,9
67,2025-10-05 16:51:33,LED+UV,3,0,0,0,0,0,0,0,0
67,2025-10-05 16:51:33,LED+UV,4,0,0,0,0,0,0,0,0
68,2025-10-05 16:52:34,LED Only,0,0,0,0,0,0,0,0,0
68,2025-10-05 16:52:34,LED Only,1,0,0,0,0,0,0,0,0
68,2025-10-05 16:52:34,LED Only,2,7,45,26,50,80,79,64,37
68,2025-10-05 16:52:34,LED Only,3,7,45,25,50,81,79,64,37
68,2025-10-05 16:52:34,LED Only,4,7,45,26,49,81,79,64,37
68,2025-10-05 16:52:34,UV Only,0,7,46,25,50,81,79,64,37
68,2025-10-05 16:52:34,UV Only,1,7,46,25,50,81,79,64,37
68,2025-10-05 16:52:34,UV Only,2,0,0,0,0,0,0,0,0
68,2025-10-05 16:52:34,UV Only,3,0,0,0,0,0,0,0,0
68,2025-10-05 16:52:34,UV Only,4,0,0,0,0,0,0,0,0
68,2025-10-05 16:52:34,LED+UV,0,29,39,28,24,15,15,15,9
68,2025-10-05 16:52:34,LED+UV,1,29,39,28,24,15,15,15,9
68,2025-10-05 16:52:34,LED+UV,2,29,39,28,24,15,15,15,9
68,2025-10-05 16:52:34,LED+UV,3,0,0,0,0,0,0,0,0
68,2025-10-05 16:52:34,LED+UV,4,0,0,0,0,0,0,0,0
69,2025-10-05 16:54:33,LED Only,0,0,0,0,0,0,0,0,0
69,2025-10-05 16:54:33,LED Only,1,0,0,0,0,0,0,0,0
69,2025-10-05 16:54:33,LED Only,2,7,45,26,50,81,79,64,37
69,2025-10-05 16:54:33,LED Only,3,7,45,26,50,81,79,64,37
69,2025-10-05 16:54:33,LED Only,4,7,45,26,49,81,79,64,37
69,2025-10-05 16:54:33,UV Only,0,7,46,26,50,81,79,64,37
69,2025-10-05 16:54:33,UV Only,1,7,46,26,50,81,79,64,37
69,2025-10-05 16:54:33,UV Only,2,0,0,0,0,0,0,0,0
69,2025-10-05 16:54:33,UV Only,3,0,0,0,0,0,0,0,0
69,2025-10-05 16:54:33,UV Only,4,0,0,0,0,0,0,0,0
69,2025-10-05 16:54:33,LED+UV,0,31,40,30,25,15,15,15,9
69,2025-10-05 16:54:33,LED+UV,1,31,40,30,25,15,15,15,9
69,2025-10-05 16:54:33,LED+UV,2,31,40,30,25,15,15,15,9
69,2025-10-05 16:54:33,LED+UV,3,0,0,0,0,0,0,0,0
69,2025-10-05 16:54:33,LED+UV,4,0,0,0,0,0,0,0,0
70,2025-10-05 16:55:33,LED Only,0,0,0,0,0,0,0,0,0
70,2025-10-05 16:55:33,LED Only,1,0,0,0,0,0,0,0,0
70,2025-10-05 16:55:33,LED Only,2,7,45,26,50,81,79,65,37
70,2025-10-05 16:55:33,LED Only,3,7,45,26,49,81,79,64,37
70,2025-10-05 16:55:33,LED Only,4,7,46,26,49,81,80,64,37
70,2025-10-05 16:55:33,UV Only,0,7,45,26,50,81,79,65,37
70,2025-10-05 16:55:33,UV Only,1,7,45,26,50,81,79,65,37
70,2025-10-05 16:55:33,UV Only,2,0,0,0,0,0,0,0,0
70,2025-10-05 16:55:33,UV Only,3,0,0,0,0,0,0,0,0
70,2025-10-05 16:55:33,UV Only,4,0,0,0,0,0,0,0,0
70,2025-10-05 16:55:33,LED+UV,0,31,41,30,25,15,14,15,9
70,2025-10-05 16:55:33,LED+UV,1,32,42,30,25,15,14,15,9
70,2025-10-05 16:55:33,LED+UV,2,32,42,30,25,15,14,15,9
70,2025-10-05 16:55:33,LED+UV,3,32,42,30,25,15,14,15,9
70,2025-10-05 16:55:33,LED+UV,4,0,0,0,0,0,0,0,0
71,2025-10-05 16:56:34,LED Only,0,0,0,0,0,0,0,0,0
71,2025-10-05 16:56:34,LED Only,1,0,0,0,0,0,0,0,0
71,2025-10-05 16:56:34,LED Only,2,0,0,0,0,0,0,0,0
71,2025-10-05 16:56:34,LED Only,3,7,46,26,50,81,79,64,37
71,2025-10-05 16:56:34,LED Only,4,7,45,26,49,81,79,64,37
71,2025-10-05 16:56:34,UV Only,0,7,45,26,50,81,79,64,37
71,2025-10-05 16:56:34,UV Only,1,7,45,26,50,81,79,64,37
71,2025-10-05 16:56:34,UV Only,2,7,46,26,50,81,79,64,37
71,2025-10-05 16:56:34,UV Only,3,7,46,26,50,81,79,64,37
71,2025-10-05 16:56:34,UV Only,4,7,46,26,50,81,79,64,37
71,2025-10-05 16:56:34,LED+UV,0,0,0,0,0,0,0,0,0
71,2025-10-05 16:56:34,LED+UV,1,31,41,30,25,15,14,15,9
71,2025-10-05 16:56:34,LED+UV,2,31,41,30,25,15,14,15,9
71,2025-10-05 16:56:34,LED+UV,3,31,41,30,25,15,14,15,9
71,2025-10-05 16:56:34,LED+UV,4,31,41,30,25,15,14,16,9
72,2025-10-05 16:57:33,LED Only,0,30,39,28,24,15,14,16,9
72,2025-10-05 16:57:33,LED Only,1,32,41,30,25,15,14,16,9
72,2025-10-05 16:57:33,LED Only,2,30,39,28,24,15,14,16,9
72,2025-10-05 16:57:33,LED Only,3,32,41,30,25,15,15,16,9
72,2025-10-05 16:57:33,LED Only,4,30,40,28,24,15,14,16,9
72,2025-10-05 16:57:33,UV Only,0,30,39,28,24,15,14,16,9
72,2025-10-05 16:57:33,UV Only,1,30,39,28,24,15,14,16,9
72,2025-10-05 16:57:33,UV Only,2,32,41,30,25,15,14,16,9
72,2025-10-05 16:57:33,UV Only,3,32,41,30,25,15,14,16,9
72,2025-10-05 16:57:33,UV Only,4,32,41,30,25,15,14,16,9
72,2025-10-05 16:57:33,LED+UV,0,32,41,30,24,15,15,16,9
72,2025-10-05 16:57:33,LED+UV,1,32,41,30,24,15,15,16,9
72,2025-10-05 16:57:33,LED+UV,2,32,41,30,24,15,15,16,9
72,2025-10-05 16:57:33,LED+UV,3,32,41,30,24,15,15,16,9
72,2025-10-05 16:57:33,LED+UV,4,0,0,0,0,0,0,0,0
73,2025-10-05 16:58:33,LED Only,0,0,0,0,0,0,0,0,0
73,2025-10-05 16:58:33,LED Only,1,0,0,0,0,0,0,0,0
73,2025-10-05 16:58:33,LED Only,2,7,46,26,50,81,80,65,37
73,2025-10-05 16:58:33,LED Only,3,7,45,26,50,81,80,65,37
73,2025-10-05 16:58:33,LED Only,4,7,46,26,50,82,80,65,37
73,2025-10-05 16:58:33,UV Only,0,7,45,26,50,82,80,65,37
